,Regiao_Geografica,Unidade_da_Federacao,Municipio,Codigo_do_Municipio,Matriculas_Total,Matriculas_Fem_Total,MF_Nao_Declarada,MF_Branca,MF_Preta,MF_Parda,MF_Amarela,MF_Indigena,Matriculas_Masc_Total,MM_Nao_Declarada,MM_Branca,MM_Preta,MM_Parda,MM_Amarela,MM_Indigena
4588,Sul ,Santa Catarina ,São Cristóvão do Sul ,4216057,1728,528,304,180,1,43,0,0,1200,590,415,27,164,1,3
4589,Sul ,Santa Catarina ,São Domingos ,4216107,1778,897,154,616,2,124,0,1,881,190,585,6,97,0,3
4590,Sul ,Santa Catarina ,São Francisco do Sul ,4216206,13185,6493,2134,3842,92,388,1,36,6692,2294,3795,100,459,4,40
4591,Sul ,Santa Catarina ,São João Batista ,4216305,7022,3453,408,2648,87,300,6,4,3569,461,2713,77,316,1,1
4592,Sul ,Santa Catarina ,São João do Itaperiú ,4216354,1134,552,183,333,6,29,1,0,582,196,345,5,35,0,1
4593,Sul ,Santa Catarina ,São João do Oeste ,4216255,937,455,35,402,0,18,0,0,482,26,437,0,19,0,0
4594,Sul ,Santa Catarina ,São João do Sul ,4216404,1739,880,92,753,13,21,0,1,859,108,724,9,18,0,0
4595,Sul ,Santa Catarina ,São Joaquim ,4216503,5746,2785,472,1753,78,470,8,4,2961,530,1799,103,521,5,3
4596,Sul ,Santa Catarina ,São José ,4216602,54438,27033,6961,14809,1426,3729,78,30,27405,6916,15094,1379,3907,81,28
4597,Sul ,Santa Catarina ,São José do Cedro ,4216701,2728,1284,266,881,6,130,0,1,1444,313,957,3,169,2,0
4598,Sul ,Santa Catarina ,São José do Cerrito ,4216800,2024,872,43,690,17,121,1,0,1152,93,848,23,183,3,2
4599,Sul ,Santa Catarina ,São Lourenço do Oeste ,4216909,5579,2750,1553,954,22,216,3,2,2829,1623,986,17,196,5,2
4600,Sul ,Santa Catarina ,São Ludgero ,4217006,3613,1756,74,1436,40,204,2,0,1857,79,1513,46,217,2,0
4601,Sul ,Santa Catarina ,São Martinho ,4217105,768,362,84,266,3,9,0,0,406,90,309,1,6,0,0
4602,Sul ,Santa Catarina ,São Miguel da Boa Vista ,4217154,337,178,3,164,0,11,0,0,159,3,139,0,17,0,0
4603,Sul ,Santa Catarina ,São Miguel do Oeste ,4217204,9805,4680,413,3732,54,476,4,1,5125,503,4010,68,536,6,2
4604,Sul ,Santa Catarina ,São Pedro de Alcântara ,4217253,1233,605,84,484,1,35,1,0,628,123,458,11,35,0,1
4605,Sul ,Santa Catarina ,Saudades ,4217303,2077,1016,52,842,5,115,2,0,1061,64,869,11,114,3,0
4606,Sul ,Santa Catarina ,Schroeder ,4217402,4413,2179,135,1834,30,174,6,0,2234,156,1842,35,197,4,0
4607,Sul ,Santa Catarina ,Seara ,4217501,3833,1854,930,684,9,210,3,18,1979,955,778,9,222,4,11
4608,Sul ,Santa Catarina ,Serra Alta ,4217550,617,294,102,170,1,21,0,0,323,117,189,1,16,0,0
4609,Sul ,Santa Catarina ,Siderópolis ,4217600,2393,1138,97,807,99,133,2,0,1255,95,910,113,134,3,0
4610,Sul ,Santa Catarina ,Sombrio ,4217709,7816,3907,312,3346,68,173,8,0,3909,287,3379,69,166,8,0
4611,Sul ,Santa Catarina ,Sul Brasil ,4217758,551,278,4,236,1,37,0,0,273,6,226,0,41,0,0
4612,Sul ,Santa Catarina ,Taió ,4217808,4030,1947,342,1477,13,113,0,2,2083,367,1587,9,117,2,1
4613,Sul ,Santa Catarina ,Tangará ,4217907,1682,835,360,407,4,63,1,0,847,370,399,9,66,3,0
4614,Sul ,Santa Catarina ,Tigrinhos ,4217956,516,261,5,236,0,19,1,0,255,12,228,1,14,0,0
4615,Sul ,Santa Catarina ,Tijucas ,4218004,12120,5847,1190,3884,198,566,5,4,6273,1272,4143,208,616,27,7
4616,Sul ,Santa Catarina ,Timbé do Sul ,4218103,981,509,218,257,3,31,0,0,472,195,240,5,31,1,0
4617,Sul ,Santa Catarina ,Timbó ,4218202,9119,4374,686,3072,51,553,11,1,4745,750,3338,49,595,13,0
4618,Sul ,Santa Catarina ,Timbó Grande ,4218251,1726,833,434,321,0,77,1,0,893,470,315,1,105,2,0
4619,Sul ,Santa Catarina ,Três Barras ,4218301,4499,2211,1053,1067,9,81,1,0,2288,1168,1024,3,92,0,1
4620,Sul ,Santa Catarina ,Treviso ,4218350,690,365,45,281,5,34,0,0,325,33,256,5,30,1,0
4621,Sul ,Santa Catarina ,Treze de Maio ,4218400,1574,751,23,692,16,19,0,1,823,31,740,16,33,3,0
4622,Sul ,Santa Catarina ,Treze Tílias ,4218509,1924,943,39,744,7,152,0,1,981,48,765,7,158,3,0
4623,Sul ,Santa Catarina ,Trombudo Central ,4218608,1451,694,130,533,1,30,0,0,757,151,563,2,41,0,0
4624,Sul ,Santa Catarina ,Tubarão ,4218707,24769,12101,2070,8898,480,642,10,1,12668,2219,9226,546,666,8,3
4625,Sul ,Santa Catarina ,Tunápolis ,4218756,878,417,45,346,2,23,0,1,461,59,378,2,22,0,0
4626,Sul ,Santa Catarina ,Turvo ,4218806,2449,1168,60,1054,14,40,0,0,1281,51,1161,22,46,1,0
4627,Sul ,Santa Catarina ,União do Oeste ,4218855,544,256,92,109,4,49,1,1,288,109,116,5,54,0,4
4628,Sul ,Santa Catarina ,Urubici ,4218905,2495,1214,68,947,13,186,0,0,1281,66,944,26,244,1,0
4629,Sul ,Santa Catarina ,Urupema ,4218954,618,302,41,163,10,86,2,0,316,52,167,12,85,0,0
4630,Sul ,Santa Catarina ,Urussanga ,4219002,3714,1866,252,1431,62,120,1,0,1848,226,1439,53,129,1,0
4631,Sul ,Santa Catarina ,Vargeão ,4219101,738,346,17,212,5,112,0,0,392,25,212,6,148,1,0
4632,Sul ,Santa Catarina ,Vargem ,4219150,536,268,145,99,1,23,0,0,268,166,78,2,22,0,0
4633,Sul ,Santa Catarina ,Vargem Bonita ,4219176,984,474,120,265,7,82,0,0,510,167,248,6,89,0,0
4634,Sul ,Santa Catarina ,Vidal Ramos ,4219200,1220,609,65,516,11,17,0,0,611,57,538,8,8,0,0
4635,Sul ,Santa Catarina ,Videira ,4219309,13104,6480,2676,3102,82,614,5,1,6624,2562,3274,94,684,9,1
4636,Sul ,Santa Catarina ,Vitor Meireles ,4219358,1126,534,28,467,3,9,0,27,592,33,500,3,21,0,35
4637,Sul ,Santa Catarina ,Witmarsum ,4219408,893,434,64,341,2,23,0,4,459,66,362,2,27,0,2
4638,Sul ,Santa Catarina ,Xanxerê ,4219507,11659,5542,2396,2331,45,740,12,18,6117,2771,2481,56,776,14,19
4639,Sul ,Santa Catarina ,Xavantina ,4219606,552,263,120,121,0,22,0,0,289,126,135,2,25,0,1
4640,Sul ,Santa Catarina ,Xaxim ,4219705,6632,3202,707,1853,133,496,4,9,3430,754,1984,135,536,7,14
4641,Sul ,Santa Catarina ,Zortéa ,4219853,999,457,273,162,1,20,1,0,542,337,179,1,25,0,0
4642,Sul ,Rio Grande do Sul ,  , ,2266494,1130331,268867,710852,49858,93024,2405,5325,1136163,273328,714169,47828,93291,2288,5259
4643,Sul ,Rio Grande do Sul ,Aceguá ,4300034,954,490,84,345,13,48,0,0,464,92,312,14,46,0,0
4644,Sul ,Rio Grande do Sul ,Água Santa ,4300059,803,418,53,248,0,16,1,100,385,42,265,3,8,2,65
4645,Sul ,Rio Grande do Sul ,Agudo ,4300109,2657,1345,58,1143,22,120,2,0,1312,61,1107,22,121,1,0
4646,Sul ,Rio Grande do Sul ,Ajuricaba ,4300208,1192,570,82,382,13,92,1,0,622,97,434,11,78,1,1
4647,Sul ,Rio Grande do Sul ,Alecrim ,4300307,911,424,10,359,4,51,0,0,487,12,412,2,61,0,0
4648,Sul ,Rio Grande do Sul ,Alegrete ,4300406,14967,7510,2660,3901,213,722,9,5,7457,2672,3856,212,713,2,2
4649,Sul ,Rio Grande do Sul ,Alegria ,4300455,746,317,89,213,1,14,0,0,429,108,296,3,22,0,0
4650,Sul ,Rio Grande do Sul ,Almirante Tamandaré do Sul ,4300471,324,163,25,133,1,4,0,0,161,18,131,3,9,0,0
4651,Sul ,Rio Grande do Sul ,Alpestre ,4300505,1229,568,294,236,0,35,1,2,661,343,274,0,44,0,0
4652,Sul ,Rio Grande do Sul ,Alto Alegre ,4300554,293,145,42,99,0,4,0,0,148,41,103,1,3,0,0
4653,Sul ,Rio Grande do Sul ,Alto Feliz ,4300570,474,233,32,191,1,9,0,0,241,38,194,2,6,0,1
4654,Sul ,Rio Grande do Sul ,Alvorada ,4300604,42775,21779,9052,9409,1559,1726,7,26,20996,8729,9044,1509,1683,5,26
4655,Sul ,Rio Grande do Sul ,Amaral Ferrador ,4300638,1072,552,130,331,66,23,2,0,520,147,307,53,13,0,0
4656,Sul ,Rio Grande do Sul ,Ametista do Sul ,4300646,1484,729,8,587,3,130,0,1,755,14,594,5,140,0,2
4657,Sul ,Rio Grande do Sul ,André da Rocha ,4300661,191,89,10,70,1,7,0,1,102,13,76,2,11,0,0
4658,Sul ,Rio Grande do Sul ,Anta Gorda ,4300703,1076,522,303,206,6,6,1,0,554,283,259,4,6,2,0
4659,Sul ,Rio Grande do Sul ,Antônio Prado ,4300802,2254,1119,234,784,10,90,0,1,1135,258,757,20,98,1,1
4660,Sul ,Rio Grande do Sul ,Arambaré ,4300851,760,378,255,92,14,16,0,1,382,247,112,11,12,0,0
4661,Sul ,Rio Grande do Sul ,Araricá ,4300877,2055,1000,781,200,0,17,2,0,1055,848,180,6,21,0,0
4662,Sul ,Rio Grande do Sul ,Aratiba ,4300901,989,477,26,365,9,76,1,0,512,29,389,5,86,2,1
4663,Sul ,Rio Grande do Sul ,Arroio do Meio ,4301008,4046,1967,152,1649,38,128,0,0,2079,140,1748,56,135,0,0
4664,Sul ,Rio Grande do Sul ,Arroio do Padre ,4301073,620,287,4,263,10,8,2,0,333,11,293,17,10,2,0
4665,Sul ,Rio Grande do Sul ,Arroio do Sal ,4301057,2498,1236,160,957,16,103,0,0,1262,145,994,17,104,2,0
4666,Sul ,Rio Grande do Sul ,Arroio do Tigre ,4301206,2245,1091,68,900,12,109,2,0,1154,50,964,12,127,1,0
4667,Sul ,Rio Grande do Sul ,Arroio dos Ratos ,4301107,3148,1560,524,919,57,58,1,1,1588,512,950,57,69,0,0
4668,Sul ,Rio Grande do Sul ,Arroio Grande ,4301305,3403,1748,614,985,58,88,2,1,1655,599,906,66,83,0,1
4669,Sul ,Rio Grande do Sul ,Arvorezinha ,4301404,1661,832,314,446,10,62,0,0,829,327,425,9,68,0,0
4670,Sul ,Rio Grande do Sul ,Augusto Pestana ,4301503,1143,540,21,452,1,65,0,1,603,19,511,3,70,0,0
4671,Sul ,Rio Grande do Sul ,Áurea ,4301552,531,268,9,243,1,15,0,0,263,5,242,0,16,0,0
4672,Sul ,Rio Grande do Sul ,Bagé ,4301602,25098,12506,2543,7493,918,1537,10,5,12592,2661,7417,1005,1500,3,6
4673,Sul ,Rio Grande do Sul ,Balneário Pinhal ,4301636,3073,1514,452,917,54,90,1,0,1559,506,894,57,101,0,1
4674,Sul ,Rio Grande do Sul ,Barão ,4301651,1017,490,50,420,2,17,0,1,527,49,440,7,31,0,0
4675,Sul ,Rio Grande do Sul ,Barão de Cotegipe ,4301701,1057,491,0,397,7,77,7,3,566,0,430,7,114,6,9
4676,Sul ,Rio Grande do Sul ,Barão do Triunfo ,4301750,873,448,18,389,11,30,0,0,425,23,372,8,20,2,0
4677,Sul ,Rio Grande do Sul ,Barra do Guarita ,4301859,725,348,109,218,3,18,0,0,377,115,245,0,17,0,0
4678,Sul ,Rio Grande do Sul ,Barra do Quaraí ,4301875,991,475,178,280,1,16,0,0,516,199,295,1,21,0,0
4679,Sul ,Rio Grande do Sul ,Barra do Ribeiro ,4301909,2248,1088,124,772,67,76,0,49,1160,139,825,63,81,1,51
4680,Sul ,Rio Grande do Sul ,Barra do Rio Azul ,4301925,224,115,13,94,0,8,0,0,109,18,87,1,3,0,0
4681,Sul ,Rio Grande do Sul ,Barra Funda ,4301958,491,241,27,170,2,42,0,0,250,36,176,3,35,0,0
4682,Sul ,Rio Grande do Sul ,Barracão ,4301800,840,411,26,343,5,37,0,0,429,32,337,4,55,1,0
4683,Sul ,Rio Grande do Sul ,Barros Cassal ,4302006,1726,870,357,461,1,49,2,0,856,385,422,4,42,2,1
4684,Sul ,Rio Grande do Sul ,Benjamin Constant do Sul ,4302055,491,229,8,59,2,12,1,147,262,9,50,3,14,0,186
4685,Sul ,Rio Grande do Sul ,Bento Gonçalves ,4302105,24050,11973,4775,6229,248,705,13,3,12077,4829,6253,249,732,7,7
4686,Sul ,Rio Grande do Sul ,Boa Vista das Missões ,4302154,426,193,103,74,2,14,0,0,233,135,78,0,19,1,0
4687,Sul ,Rio Grande do Sul ,Boa Vista do Buricá ,4302204,1250,586,124,423,1,38,0,0,664,126,490,2,46,0,0
4688,Sul ,Rio Grande do Sul ,Boa Vista do Cadeado ,4302220,368,179,17,156,0,6,0,0,189,21,159,2,7,0,0
4689,Sul ,Rio Grande do Sul ,Boa Vista do Incra ,4302238,463,218,33,181,1,3,0,0,245,35,201,1,8,0,0
4690,Sul ,Rio Grande do Sul ,Boa Vista do Sul ,4302253,375,195,107,85,0,3,0,0,180,107,68,0,5,0,0
4691,Sul ,Rio Grande do Sul ,Bom Jesus ,4302303,2447,1224,310,722,13,177,0,2,1223,321,710,16,172,1,3
4692,Sul ,Rio Grande do Sul ,Bom Princípio ,4302352,2608,1250,388,794,15,52,1,0,1358,432,846,15,64,1,0
4693,Sul ,Rio Grande do Sul ,Bom Progresso ,4302378,624,251,102,135,2,12,0,0,373,130,228,1,14,0,0
4694,Sul ,Rio Grande do Sul ,Bom Retiro do Sul ,4302402,2566,1236,49,1050,49,87,1,0,1330,74,1101,51,104,0,0
4695,Sul ,Rio Grande do Sul ,Boqueirão do Leão ,4302451,1248,655,229,385,5,35,1,0,593,216,336,7,34,0,0
4696,Sul ,Rio Grande do Sul ,Bossoroca ,4302501,1182,566,152,372,10,30,2,0,616,190,369,3,54,0,0
4697,Sul ,Rio Grande do Sul ,Bozano ,4302584,319,163,15,130,1,17,0,0,156,13,131,1,11,0,0
4698,Sul ,Rio Grande do Sul ,Braga ,4302600,707,349,252,81,2,12,0,2,358,241,99,2,14,0,2
4699,Sul ,Rio Grande do Sul ,Brochier ,4302659,796,393,70,310,6,7,0,0,403,58,328,6,11,0,0
4700,Sul ,Rio Grande do Sul ,Butiá ,4302709,4250,2113,979,970,88,75,0,1,2137,1044,916,86,91,0,0
4701,Sul ,Rio Grande do Sul ,Caçapava do Sul ,4302808,6961,3537,1515,1654,214,141,0,13,3424,1438,1608,211,155,2,10
4702,Sul ,Rio Grande do Sul ,Cacequi ,4302907,2099,1010,180,721,22,87,0,0,1089,218,768,24,79,0,0
4703,Sul ,Rio Grande do Sul ,Cachoeira do Sul ,4303004,16160,8071,738,6065,545,705,3,15,8089,696,6059,586,728,5,15
4704,Sul ,Rio Grande do Sul ,Cachoeirinha ,4303103,28627,14525,3306,9556,711,937,11,4,14102,3333,9253,612,886,13,5
4705,Sul ,Rio Grande do Sul ,Cacique Doble ,4303202,876,433,196,56,1,3,0,177,443,226,53,0,8,0,156
4706,Sul ,Rio Grande do Sul ,Caibaté ,4303301,855,385,13,328,3,41,0,0,470,24,404,4,38,0,0
4707,Sul ,Rio Grande do Sul ,Caiçara ,4303400,732,355,143,191,0,21,0,0,377,149,202,1,25,0,0
4708,Sul ,Rio Grande do Sul ,Camaquã ,4303509,12135,6041,302,4855,349,504,6,25,6094,304,4978,314,479,3,16
4709,Sul ,Rio Grande do Sul ,Camargo ,4303558,526,276,146,125,1,4,0,0,250,150,91,2,7,0,0
4710,Sul ,Rio Grande do Sul ,Cambará do Sul ,4303608,1366,662,104,516,8,34,0,0,704,104,548,10,42,0,0
4711,Sul ,Rio Grande do Sul ,Campestre da Serra ,4303673,519,241,28,189,2,21,0,1,278,39,214,4,21,0,0
4712,Sul ,Rio Grande do Sul ,Campina das Missões ,4303707,924,474,98,342,6,28,0,0,450,60,361,0,29,0,0
4713,Sul ,Rio Grande do Sul ,Campinas do Sul ,4303806,830,422,28,303,8,57,26,0,408,25,277,6,65,35,0
4714,Sul ,Rio Grande do Sul ,Campo Bom ,4303905,13439,6519,1009,5069,107,329,1,4,6920,966,5433,115,396,5,5
4715,Sul ,Rio Grande do Sul ,Campo Novo ,4304002,909,408,162,222,2,22,0,0,501,248,226,1,26,0,0
4716,Sul ,Rio Grande do Sul ,Campos Borges ,4304101,698,358,244,107,0,7,0,0,340,227,110,0,3,0,0
4717,Sul ,Rio Grande do Sul ,Candelária ,4304200,4967,2473,248,1899,92,231,2,1,2494,229,1959,93,210,3,0
4718,Sul ,Rio Grande do Sul ,Cândido Godói ,4304309,1029,510,184,304,0,22,0,0,519,166,333,0,20,0,0
4719,Sul ,Rio Grande do Sul ,Candiota ,4304358,2277,1147,361,630,40,114,1,1,1130,381,608,44,97,0,0
4720,Sul ,Rio Grande do Sul ,Canela ,4304408,11166,5609,1833,3188,104,443,36,5,5557,1942,3009,117,450,36,3
4721,Sul ,Rio Grande do Sul ,Canguçu ,4304507,8684,4308,146,3670,247,236,7,2,4376,146,3761,214,247,7,1
4722,Sul ,Rio Grande do Sul ,Canoas ,4304606,73595,37675,8212,26291,1385,1752,23,12,35920,7669,25194,1329,1683,25,20
4723,Sul ,Rio Grande do Sul ,Canudos do Vale ,4304614,232,105,5,92,2,6,0,0,127,1,118,1,7,0,0
4724,Sul ,Rio Grande do Sul ,Capão Bonito do Sul ,4304622,314,148,49,86,1,12,0,0,166,66,94,0,6,0,0
4725,Sul ,Rio Grande do Sul ,Capão da Canoa ,4304630,15860,7829,3112,4128,239,336,7,7,8031,3251,4225,220,329,4,2
4726,Sul ,Rio Grande do Sul ,Capão do Cipó ,4304655,625,278,108,154,1,14,1,0,347,126,193,4,24,0,0
4727,Sul ,Rio Grande do Sul ,Capão do Leão ,4304663,5444,2662,718,1617,134,186,3,4,2782,784,1650,160,184,1,3
4728,Sul ,Rio Grande do Sul ,Capela de Santana ,4304689,2160,1055,131,842,24,54,0,4,1105,147,880,19,57,0,2
4729,Sul ,Rio Grande do Sul ,Capitão ,4304697,641,310,14,272,3,20,1,0,331,25,273,6,27,0,0
4730,Sul ,Rio Grande do Sul ,Capivari do Sul ,4304671,1044,493,121,298,33,39,1,1,551,129,331,42,45,1,3
4731,Sul ,Rio Grande do Sul ,Caraá ,4304713,1225,618,62,506,13,35,0,2,607,59,503,13,30,1,1
4732,Sul ,Rio Grande do Sul ,Carazinho ,4304705,13328,6639,729,5166,109,612,3,20,6689,765,5134,133,637,3,17
4733,Sul ,Rio Grande do Sul ,Carlos Barbosa ,4304804,5429,2606,557,1857,31,157,3,1,2823,650,1975,30,167,1,0
4734,Sul ,Rio Grande do Sul ,Carlos Gomes ,4304853,218,101,27,68,1,5,0,0,117,45,67,0,5,0,0
4735,Sul ,Rio Grande do Sul ,Casca ,4304903,1513,778,270,458,13,37,0,0,735,241,447,11,36,0,0
4736,Sul ,Rio Grande do Sul ,Caseiros ,4304952,598,279,110,150,1,16,1,1,319,142,163,1,11,2,0
4737,Sul ,Rio Grande do Sul ,Catuípe ,4305009,1662,814,53,651,9,100,1,0,848,44,688,5,110,1,0
4738,Sul ,Rio Grande do Sul ,Caxias do Sul ,4305108,92222,45885,6366,32937,1206,5258,77,41,46337,6001,33416,1266,5540,78,36
4739,Sul ,Rio Grande do Sul ,Centenário ,4305116,439,208,10,188,2,8,0,0,231,8,214,0,8,1,0
4740,Sul ,Rio Grande do Sul ,Cerrito ,4305124,1105,554,176,334,17,27,0,0,551,150,369,19,13,0,0
4741,Sul ,Rio Grande do Sul ,Cerro Branco ,4305132,571,274,37,224,2,10,1,0,297,40,245,6,6,0,0
4742,Sul ,Rio Grande do Sul ,Cerro Grande ,4305157,463,236,64,149,1,21,1,0,227,64,142,2,18,0,1
4743,Sul ,Rio Grande do Sul ,Cerro Grande do Sul ,4305173,1819,884,227,551,25,80,1,0,935,258,558,24,94,1,0
4744,Sul ,Rio Grande do Sul ,Cerro Largo ,4305207,2517,1240,305,774,8,151,1,1,1277,305,779,8,182,0,3
4745,Sul ,Rio Grande do Sul ,Chapada ,4305306,1641,769,76,609,4,80,0,0,872,89,648,8,126,0,1
4746,Sul ,Rio Grande do Sul ,Charqueadas ,4305355,7389,3290,778,2255,81,149,0,27,4099,1407,2431,90,146,2,23
4747,Sul ,Rio Grande do Sul ,Charrua ,4305371,651,322,12,95,2,6,0,207,329,9,103,0,2,0,215
4748,Sul ,Rio Grande do Sul ,Chiapetta ,4305405,745,379,41,293,5,40,0,0,366,53,277,4,32,0,0
4749,Sul ,Rio Grande do Sul ,Chuí ,4305439,695,339,78,227,5,28,0,1,356,63,258,5,30,0,0
4750,Sul ,Rio Grande do Sul ,Chuvisca ,4305447,954,494,67,404,11,12,0,0,460,73,361,15,11,0,0
4751,Sul ,Rio Grande do Sul ,Cidreira ,4305454,3402,1710,539,990,83,97,0,1,1692,541,983,77,87,1,3
4752,Sul ,Rio Grande do Sul ,Ciríaco ,4305504,640,308,85,177,5,41,0,0,332,93,176,2,60,0,1
4753,Sul ,Rio Grande do Sul ,Colinas ,4305587,419,178,4,164,2,8,0,0,241,6,222,2,11,0,0
4754,Sul ,Rio Grande do Sul ,Colorado ,4305603,493,240,49,128,17,46,0,0,253,53,138,13,49,0,0
4755,Sul ,Rio Grande do Sul ,Condor ,4305702,1265,637,22,463,8,144,0,0,628,19,470,7,132,0,0
4756,Sul ,Rio Grande do Sul ,Constantina ,4305801,1956,965,526,304,4,66,2,63,991,580,286,3,63,0,59
4757,Sul ,Rio Grande do Sul ,Coqueiro Baixo ,4305835,163,78,13,58,3,4,0,0,85,12,66,3,4,0,0
4758,Sul ,Rio Grande do Sul ,Coqueiros do Sul ,4305850,351,175,18,144,1,12,0,0,176,16,145,2,13,0,0
4759,Sul ,Rio Grande do Sul ,Coronel Barros ,4305871,427,211,47,151,1,12,0,0,216,53,149,0,14,0,0
4760,Sul ,Rio Grande do Sul ,Coronel Bicaco ,4305900,1372,620,305,240,2,71,2,0,752,412,267,0,73,0,0
4761,Sul ,Rio Grande do Sul ,Coronel Pilar ,4305934,207,98,49,47,0,2,0,0,109,56,47,1,5,0,0
4762,Sul ,Rio Grande do Sul ,Cotiporã ,4305959,465,221,58,154,3,6,0,0,244,72,166,2,3,0,1
4763,Sul ,Rio Grande do Sul ,Coxilha ,4305975,609,295,48,110,2,37,98,0,314,67,117,3,33,94,0
4764,Sul ,Rio Grande do Sul ,Crissiumal ,4306007,2178,1055,195,806,5,49,0,0,1123,212,858,0,53,0,0
4765,Sul ,Rio Grande do Sul ,Cristal ,4306056,1451,710,9,550,69,76,0,6,741,7,583,62,83,0,6
4766,Sul ,Rio Grande do Sul ,Cristal do Sul ,4306072,607,314,40,265,0,9,0,0,293,22,254,0,17,0,0
4767,Sul ,Rio Grande do Sul ,Cruz Alta ,4306106,13807,7180,2687,4041,82,364,4,2,6627,2570,3652,73,325,3,4
4768,Sul ,Rio Grande do Sul ,Cruzaltense ,4306130,263,146,23,105,1,17,0,0,117,14,90,0,13,0,0
4769,Sul ,Rio Grande do Sul ,Cruzeiro do Sul ,4306205,1935,953,21,812,30,85,0,5,982,17,850,23,88,1,3
4770,Sul ,Rio Grande do Sul ,David Canabarro ,4306304,734,387,87,263,6,25,0,6,347,74,242,4,26,1,0
4771,Sul ,Rio Grande do Sul ,Derrubadas ,4306320,505,260,29,223,1,7,0,0,245,31,201,2,10,0,1
4772,Sul ,Rio Grande do Sul ,Dezesseis de Novembro ,4306353,353,170,26,130,3,11,0,0,183,28,145,0,10,0,0
4773,Sul ,Rio Grande do Sul ,Dilermando de Aguiar ,4306379,524,242,55,155,6,26,0,0,282,62,190,7,23,0,0
4774,Sul ,Rio Grande do Sul ,Dois Irmãos ,4306403,6309,3150,1559,1317,12,248,3,11,3159,1669,1219,10,245,4,12
4775,Sul ,Rio Grande do Sul ,Dois Irmãos das Missões ,4306429,504,266,29,214,0,22,0,1,238,36,175,2,24,1,0
4776,Sul ,Rio Grande do Sul ,Dois Lajeados ,4306452,502,245,139,101,0,5,0,0,257,141,112,0,4,0,0
4777,Sul ,Rio Grande do Sul ,Dom Feliciano ,4306502,2469,1204,69,940,93,101,1,0,1265,70,969,93,133,0,0
4778,Sul ,Rio Grande do Sul ,Dom Pedrito ,4306601,6933,3441,1450,1632,133,205,1,20,3492,1527,1620,145,177,2,21
4779,Sul ,Rio Grande do Sul ,Dom Pedro de Alcântara ,4306551,428,215,75,134,0,5,1,0,213,78,130,3,2,0,0
4780,Sul ,Rio Grande do Sul ,Dona Francisca ,4306700,539,253,8,207,8,30,0,0,286,6,210,21,48,1,0
4781,Sul ,Rio Grande do Sul ,Doutor Maurício Cardoso ,4306734,663,328,40,262,5,21,0,0,335,24,276,1,34,0,0
4782,Sul ,Rio Grande do Sul ,Doutor Ricardo ,4306759,246,114,7,89,2,15,0,1,132,10,99,2,21,0,0
4783,Sul ,Rio Grande do Sul ,Eldorado do Sul ,4306767,8957,4326,997,2743,224,350,8,4,4631,1097,2872,262,394,1,5
4784,Sul ,Rio Grande do Sul ,Encantado ,4306809,3975,2037,135,1571,161,169,0,1,1938,110,1522,114,187,1,4
4785,Sul ,Rio Grande do Sul ,Encruzilhada do Sul ,4306908,4713,2299,981,1040,136,135,4,3,2414,1167,965,143,136,0,3
4786,Sul ,Rio Grande do Sul ,Engenho Velho ,4306924,310,143,1,50,0,1,0,91,167,2,66,0,2,0,97
4787,Sul ,Rio Grande do Sul ,Entre Rios do Sul ,4306957,490,232,20,140,4,68,0,0,258,28,167,4,59,0,0
4788,Sul ,Rio Grande do Sul ,Entre-Ijuís ,4306932,1506,765,292,444,2,24,1,2,741,278,431,2,30,0,0
4789,Sul ,Rio Grande do Sul ,Erebango ,4306973,619,322,76,100,3,47,0,96,297,104,84,2,46,0,61
4790,Sul ,Rio Grande do Sul ,Erechim ,4307005,23217,11418,1269,7361,259,1625,884,20,11799,1275,7607,294,1629,972,22
4791,Sul ,Rio Grande do Sul ,Ernestina ,4307054,516,240,63,174,0,3,0,0,276,67,203,0,6,0,0
4792,Sul ,Rio Grande do Sul ,Erval Grande ,4307203,881,423,87,294,2,39,1,0,458,100,304,3,51,0,0
4793,Sul ,Rio Grande do Sul ,Erval Seco ,4307302,1331,617,95,453,4,36,0,29,714,101,531,3,51,0,28
4794,Sul ,Rio Grande do Sul ,Esmeralda ,4307401,647,331,174,142,0,14,0,1,316,180,109,3,23,0,1
4795,Sul ,Rio Grande do Sul ,Esperança do Sul ,4307450,617,311,59,243,0,9,0,0,306,63,231,2,8,2,0
4796,Sul ,Rio Grande do Sul ,Espumoso ,4307500,2993,1449,150,1219,3,76,1,0,1544,186,1250,9,98,0,1
4797,Sul ,Rio Grande do Sul ,Estação ,4307559,924,467,10,354,31,71,1,0,457,14,356,31,54,2,0
4798,Sul ,Rio Grande do Sul ,Estância Velha ,4307609,10129,4934,1245,3375,69,239,3,3,5195,1314,3593,72,214,1,1
4799,Sul ,Rio Grande do Sul ,Esteio ,4307708,17919,8850,2856,5254,315,411,6,8,9069,2921,5330,343,467,3,5
4800,Sul ,Rio Grande do Sul ,Estrela ,4307807,7084,3557,209,2901,122,294,5,26,3527,227,2875,125,272,5,23
4801,Sul ,Rio Grande do Sul ,Estrela Velha ,4307815,638,309,16,256,5,26,0,6,329,12,271,4,36,0,6
4802,Sul ,Rio Grande do Sul ,Eugênio de Castro ,4307831,425,202,25,167,2,8,0,0,223,20,186,2,15,0,0
