,Regiao_Geografica,Unidade_da_Federacao,Municipio,Codigo_do_Municipio,Matriculas_Total,Matriculas_Fem_Total,MF_Nao_Declarada,MF_Branca,MF_Preta,MF_Parda,MF_Amarela,MF_Indigena,Matriculas_Masc_Total,MM_Nao_Declarada,MM_Branca,MM_Preta,MM_Parda,MM_Amarela,MM_Indigena
324,Norte ,Amapá ,Santana ,1600600,30460,14921,2003,1298,231,11357,22,10,15539,2120,1296,223,11877,18,5
325,Norte ,Amapá ,Serra do Navio ,1600055,1241,599,167,66,3,363,0,0,642,158,72,9,403,0,0
326,Norte ,Amapá ,Tartarugalzinho ,1600709,4854,2345,255,203,61,1825,1,0,2509,254,176,73,2001,1,4
327,Norte ,Amapá ,Vitória do Jari ,1600808,3608,1738,656,132,25,922,2,1,1870,710,111,38,1006,4,1
328,Norte ,Tocantins ,  , ,382227,186790,26722,33048,6671,115310,923,4116,195437,28047,32884,7574,121879,1010,4043
329,Norte ,Tocantins ,Abreulândia ,1700251,659,318,132,35,2,149,0,0,341,151,31,2,157,0,0
330,Norte ,Tocantins ,Aguiarnópolis ,1700301,1330,648,141,70,9,427,1,0,682,134,54,21,472,1,0
331,Norte ,Tocantins ,Aliança do Tocantins ,1700350,1265,611,10,122,21,455,1,2,654,20,130,19,482,1,2
332,Norte ,Tocantins ,Almas ,1700400,1831,857,53,106,85,608,5,0,974,53,98,98,718,7,0
333,Norte ,Tocantins ,Alvorada ,1700707,2224,1119,54,250,24,790,0,1,1105,65,273,22,743,2,0
334,Norte ,Tocantins ,Ananás ,1701002,2412,1139,123,66,15,932,3,0,1273,136,63,22,1048,4,0
335,Norte ,Tocantins ,Angico ,1701051,742,344,89,39,5,208,3,0,398,97,40,13,246,2,0
336,Norte ,Tocantins ,Aparecida do Rio Negro ,1701101,1263,600,72,97,14,411,1,5,663,75,88,16,477,3,4
337,Norte ,Tocantins ,Aragominas ,1701309,1241,583,58,83,40,395,7,0,658,69,109,46,429,5,0
338,Norte ,Tocantins ,Araguacema ,1701903,1511,699,147,89,14,448,1,0,812,191,81,18,521,1,0
339,Norte ,Tocantins ,Araguaçu ,1702000,1663,791,50,210,28,500,1,2,872,50,232,17,572,0,1
340,Norte ,Tocantins ,Araguaína ,1702109,45790,22657,1933,5054,835,14692,108,35,23133,2059,5013,846,15082,107,26
341,Norte ,Tocantins ,Araguanã ,1702158,1196,595,33,57,20,480,2,3,601,27,52,25,492,4,1
342,Norte ,Tocantins ,Araguatins ,1702208,8101,3978,501,602,152,2690,28,5,4123,480,560,229,2823,27,4
343,Norte ,Tocantins ,Arapoema ,1702307,1278,624,48,79,18,479,0,0,654,63,69,16,506,0,0
344,Norte ,Tocantins ,Arraias ,1702406,2390,1112,123,96,162,725,6,0,1278,164,92,173,840,6,3
345,Norte ,Tocantins ,Augustinópolis ,1702554,4937,2426,71,481,139,1722,13,0,2511,94,456,109,1840,12,0
346,Norte ,Tocantins ,Aurora do Tocantins ,1702703,684,316,144,28,9,135,0,0,368,162,34,18,153,1,0
347,Norte ,Tocantins ,Axixá do Tocantins ,1702901,3404,1697,434,345,67,832,19,0,1707,418,263,74,933,19,0
348,Norte ,Tocantins ,Babaçulândia ,1703008,1766,828,23,141,24,638,2,0,938,22,156,25,734,1,0
349,Norte ,Tocantins ,Bandeirantes do Tocantins ,1703057,828,377,157,41,9,169,1,0,451,185,51,19,195,1,0
350,Norte ,Tocantins ,Barra do Ouro ,1703073,1216,579,169,62,21,314,8,5,637,200,37,22,371,6,1
351,Norte ,Tocantins ,Barrolândia ,1703107,1241,605,154,116,15,316,4,0,636,169,114,11,342,0,0
352,Norte ,Tocantins ,Bernardo Sayão ,1703206,1184,582,33,115,16,417,1,0,602,30,106,20,445,1,0
353,Norte ,Tocantins ,Bom Jesus do Tocantins ,1703305,1082,519,71,58,21,368,1,0,563,54,73,22,413,1,0
354,Norte ,Tocantins ,Brasilândia do Tocantins ,1703602,546,262,91,31,2,138,0,0,284,123,27,0,134,0,0
355,Norte ,Tocantins ,Brejinho de Nazaré ,1703701,1111,544,21,75,45,401,2,0,567,18,67,68,413,1,0
356,Norte ,Tocantins ,Buriti do Tocantins ,1703800,2361,1139,417,143,33,543,3,0,1222,493,120,33,573,3,0
357,Norte ,Tocantins ,Cachoeirinha ,1703826,492,218,13,20,1,182,2,0,274,14,27,6,223,4,0
358,Norte ,Tocantins ,Campos Lindos ,1703842,2729,1323,38,124,27,1125,8,1,1406,29,80,26,1261,10,0
359,Norte ,Tocantins ,Cariri do Tocantins ,1703867,888,415,33,92,1,287,1,1,473,24,107,8,334,0,0
360,Norte ,Tocantins ,Carmolândia ,1703883,636,310,54,39,11,195,10,1,326,63,27,19,204,13,0
361,Norte ,Tocantins ,Carrasco Bonito ,1703891,861,418,142,23,12,237,4,0,443,159,16,13,254,1,0
362,Norte ,Tocantins ,Caseara ,1703909,1257,613,65,102,11,434,1,0,644,74,121,18,430,0,1
363,Norte ,Tocantins ,Centenário ,1704105,494,227,11,3,1,212,0,0,267,9,12,3,242,1,0
364,Norte ,Tocantins ,Chapada da Natividade ,1705102,741,356,19,37,30,267,2,1,385,35,33,35,281,1,0
365,Norte ,Tocantins ,Chapada de Areia ,1704600,311,145,110,4,2,28,1,0,166,111,8,2,45,0,0
366,Norte ,Tocantins ,Colinas do Tocantins ,1705508,9064,4483,1350,736,82,2300,12,3,4581,1481,719,86,2282,10,3
367,Norte ,Tocantins ,Colméia ,1716703,1872,901,213,159,3,524,1,1,971,234,180,10,545,2,0
368,Norte ,Tocantins ,Combinado ,1705557,1061,526,31,99,18,377,1,0,535,31,104,19,377,4,0
369,Norte ,Tocantins ,Conceição do Tocantins ,1705607,1082,541,105,38,57,340,0,1,541,116,32,51,341,1,0
370,Norte ,Tocantins ,Couto Magalhães ,1706001,1398,695,323,56,11,304,1,0,703,291,54,11,345,2,0
371,Norte ,Tocantins ,Cristalândia ,1706100,1345,674,42,138,31,460,3,0,671,43,118,22,485,2,1
372,Norte ,Tocantins ,Crixás do Tocantins ,1706258,400,207,24,32,4,147,0,0,193,21,23,3,146,0,0
373,Norte ,Tocantins ,Darcinópolis ,1706506,1483,729,34,58,13,622,2,0,754,31,58,16,645,4,0
374,Norte ,Tocantins ,Dianópolis ,1707009,5023,2475,242,360,157,1713,2,1,2548,241,334,182,1786,5,0
375,Norte ,Tocantins ,Divinópolis do Tocantins ,1707108,1573,782,216,132,17,413,4,0,791,214,116,9,451,1,0
376,Norte ,Tocantins ,Dois Irmãos do Tocantins ,1707207,1319,611,56,101,12,438,3,1,708,82,105,23,492,6,0
377,Norte ,Tocantins ,Dueré ,1707306,880,412,19,65,3,324,0,1,468,16,57,8,387,0,0
378,Norte ,Tocantins ,Esperantina ,1707405,2691,1263,171,140,62,881,9,0,1428,203,139,83,994,7,2
379,Norte ,Tocantins ,Fátima ,1707553,952,445,81,68,15,278,3,0,507,92,84,18,310,2,1
380,Norte ,Tocantins ,Figueirópolis ,1707652,1047,499,11,100,17,370,1,0,548,26,104,19,398,0,1
381,Norte ,Tocantins ,Filadélfia ,1707702,1678,818,287,78,16,437,0,0,860,323,78,27,431,1,0
382,Norte ,Tocantins ,Formoso do Araguaia ,1708205,4566,2246,56,393,45,1442,5,305,2320,53,391,56,1493,8,319
383,Norte ,Tocantins ,Goianorte ,1708304,1541,827,401,81,16,327,1,1,714,382,77,18,236,0,1
384,Norte ,Tocantins ,Goiatins ,1709005,4176,2006,252,115,45,898,9,687,2170,280,130,73,997,19,671
385,Norte ,Tocantins ,Guaraí ,1709302,5793,2827,501,509,50,1762,5,0,2966,508,479,52,1919,8,0
386,Norte ,Tocantins ,Gurupi ,1709500,19351,9505,449,2328,330,6354,30,14,9846,441,2306,387,6656,39,17
387,Norte ,Tocantins ,Ipueiras ,1709807,387,178,35,2,3,138,0,0,209,36,6,4,162,0,1
388,Norte ,Tocantins ,Itacajá ,1710508,2031,1012,62,174,14,438,11,313,1019,49,156,13,493,9,299
389,Norte ,Tocantins ,Itaguatins ,1710706,1235,588,43,28,7,506,3,1,647,42,30,9,562,3,1
390,Norte ,Tocantins ,Itapiratins ,1710904,962,474,257,26,0,188,3,0,488,257,34,6,187,3,1
391,Norte ,Tocantins ,Itaporã do Tocantins ,1711100,565,277,111,24,1,141,0,0,288,122,29,4,133,0,0
392,Norte ,Tocantins ,Jaú do Tocantins ,1711506,797,405,176,45,11,171,2,0,392,176,51,10,154,1,0
393,Norte ,Tocantins ,Juarina ,1711803,605,279,54,45,13,159,7,1,326,63,42,17,198,6,0
394,Norte ,Tocantins ,Lagoa da Confusão ,1711902,4280,2082,188,279,46,1026,2,541,2198,209,258,47,1110,7,567
395,Norte ,Tocantins ,Lagoa do Tocantins ,1711951,1146,553,149,33,8,359,0,4,593,165,34,20,374,0,0
396,Norte ,Tocantins ,Lajeado ,1712009,898,425,91,55,10,263,5,1,473,96,78,15,284,0,0
397,Norte ,Tocantins ,Lavandeira ,1712157,417,194,88,18,9,77,2,0,223,110,13,4,96,0,0
398,Norte ,Tocantins ,Lizarda ,1712405,787,370,62,18,6,284,0,0,417,53,15,1,348,0,0
399,Norte ,Tocantins ,Luzinópolis ,1712454,800,370,42,37,10,279,2,0,430,46,46,12,318,8,0
400,Norte ,Tocantins ,Marianópolis do Tocantins ,1712504,1219,609,90,104,18,389,6,2,610,98,127,26,356,1,2
401,Norte ,Tocantins ,Mateiros ,1712702,760,377,17,16,12,331,1,0,383,11,15,16,339,2,0
402,Norte ,Tocantins ,Maurilândia do Tocantins ,1712801,910,422,112,21,14,231,0,44,488,130,29,4,286,0,39
403,Norte ,Tocantins ,Miracema do Tocantins ,1713205,4405,2285,462,366,70,1355,15,17,2120,403,323,74,1278,26,16
404,Norte ,Tocantins ,Miranorte ,1713304,2938,1393,90,162,12,1125,4,0,1545,95,149,11,1287,3,0
405,Norte ,Tocantins ,Monte do Carmo ,1713601,1385,684,128,77,42,433,3,1,701,148,62,47,436,7,1
406,Norte ,Tocantins ,Monte Santo do Tocantins ,1713700,412,206,20,51,1,134,0,0,206,20,40,4,142,0,0
407,Norte ,Tocantins ,Muricilândia ,1713957,773,393,58,61,63,204,7,0,380,67,57,67,183,6,0
408,Norte ,Tocantins ,Natividade ,1714203,2233,1102,163,117,154,641,27,0,1131,169,96,176,664,24,2
409,Norte ,Tocantins ,Nazaré ,1714302,1154,546,253,61,28,192,12,0,608,268,70,35,215,20,0
410,Norte ,Tocantins ,Nova Olinda ,1714880,2763,1306,143,164,34,955,9,1,1457,134,166,50,1100,7,0
411,Norte ,Tocantins ,Nova Rosalândia ,1715002,793,379,16,71,14,278,0,0,414,17,71,20,305,1,0
412,Norte ,Tocantins ,Novo Acordo ,1715101,1138,568,273,54,17,213,8,3,570,281,70,7,205,5,2
413,Norte ,Tocantins ,Novo Alegre ,1715150,385,198,42,31,4,121,0,0,187,41,32,4,110,0,0
414,Norte ,Tocantins ,Novo Jardim ,1715259,573,289,46,36,13,193,1,0,284,39,32,16,197,0,0
415,Norte ,Tocantins ,Oliveira de Fátima ,1715507,362,171,34,51,5,80,1,0,191,45,42,6,97,1,0
416,Norte ,Tocantins ,Palmas ,1721000,73600,35958,3067,9409,1356,21874,203,49,37642,3013,9587,1542,23260,195,45
417,Norte ,Tocantins ,Palmeirante ,1715705,1093,534,81,36,12,401,4,0,559,81,34,15,427,2,0
418,Norte ,Tocantins ,Palmeiras do Tocantins ,1713809,1301,616,125,76,15,386,13,1,685,143,94,15,419,14,0
419,Norte ,Tocantins ,Palmeirópolis ,1715754,1701,823,10,150,31,631,1,0,878,21,156,27,673,1,0
420,Norte ,Tocantins ,Paraíso do Tocantins ,1716109,12530,6245,1495,1288,91,3348,11,12,6285,1463,1323,79,3397,11,12
421,Norte ,Tocantins ,Paranã ,1716208,2590,1236,535,30,149,517,1,4,1354,660,21,184,488,1,0
422,Norte ,Tocantins ,Pau D'Arco ,1716307,1021,493,152,62,9,267,3,0,528,185,59,10,273,1,0
423,Norte ,Tocantins ,Pedro Afonso ,1716505,3784,1851,454,259,28,1098,7,5,1933,451,275,24,1169,6,8
424,Norte ,Tocantins ,Peixe ,1716604,1863,945,57,117,57,704,6,4,918,72,106,57,674,6,3
425,Norte ,Tocantins ,Pequizeiro ,1716653,1198,553,118,42,10,380,3,0,645,132,63,6,442,1,1
426,Norte ,Tocantins ,Pindorama do Tocantins ,1717008,1092,533,92,60,4,377,0,0,559,111,54,6,387,1,0
427,Norte ,Tocantins ,Piraquê ,1717206,542,229,112,19,1,97,0,0,313,179,19,6,109,0,0
428,Norte ,Tocantins ,Pium ,1717503,1467,707,258,64,11,334,3,37,760,316,60,14,328,1,41
429,Norte ,Tocantins ,Ponte Alta do Bom Jesus ,1717800,941,456,26,24,9,395,2,0,485,17,27,13,426,2,0
430,Norte ,Tocantins ,Ponte Alta do Tocantins ,1717909,1875,886,559,39,8,280,0,0,989,597,48,17,324,3,0
431,Norte ,Tocantins ,Porto Alegre do Tocantins ,1718006,806,398,172,17,26,182,1,0,408,166,29,27,184,2,0
432,Norte ,Tocantins ,Porto Nacional ,1718204,16563,8186,1149,1246,391,5355,39,6,8377,1136,1174,431,5561,68,7
433,Norte ,Tocantins ,Praia Norte ,1718303,2470,1228,114,141,64,908,1,0,1242,121,124,75,918,4,0
434,Norte ,Tocantins ,Presidente Kennedy ,1718402,579,300,20,62,5,212,1,0,279,29,67,7,174,2,0
435,Norte ,Tocantins ,Pugmil ,1718451,555,267,186,24,4,53,0,0,288,222,14,3,49,0,0
436,Norte ,Tocantins ,Recursolândia ,1718501,1096,526,289,40,3,189,4,1,570,328,30,4,207,0,1
437,Norte ,Tocantins ,Riachinho ,1718550,1016,465,22,64,8,370,1,0,551,26,82,17,423,3,0
438,Norte ,Tocantins ,Rio da Conceição ,1718659,529,259,5,54,15,185,0,0,270,10,56,12,191,1,0
439,Norte ,Tocantins ,Rio dos Bois ,1718709,674,343,52,27,4,257,1,2,331,55,28,6,241,0,1
440,Norte ,Tocantins ,Rio Sono ,1718758,1202,586,332,38,4,208,0,4,616,341,30,6,232,3,4
441,Norte ,Tocantins ,Sampaio ,1718808,1294,602,20,86,27,466,2,1,692,17,100,36,535,4,0
442,Norte ,Tocantins ,Sandolândia ,1718840,896,409,18,102,11,222,0,56,487,16,123,19,275,3,51
443,Norte ,Tocantins ,Santa Fé do Araguaia ,1718865,1834,936,256,127,77,403,10,63,898,243,109,72,406,10,58
444,Norte ,Tocantins ,Santa Maria do Tocantins ,1718881,742,349,25,56,6,262,0,0,393,29,69,14,279,1,1
445,Norte ,Tocantins ,Santa Rita do Tocantins ,1718899,529,263,34,55,3,169,2,0,266,25,40,8,192,1,0
446,Norte ,Tocantins ,Santa Rosa do Tocantins ,1718907,1264,601,21,44,96,435,4,1,663,20,52,126,447,18,0
447,Norte ,Tocantins ,Santa Tereza do Tocantins ,1719004,738,360,259,15,24,61,0,1,378,250,23,33,72,0,0
448,Norte ,Tocantins ,Santa Terezinha do Tocantins ,1720002,544,264,66,46,9,142,1,0,280,62,43,6,169,0,0
449,Norte ,Tocantins ,São Bento do Tocantins ,1720101,1521,724,410,52,9,240,2,11,797,446,49,16,267,3,16
450,Norte ,Tocantins ,São Félix do Tocantins ,1720150,539,264,13,27,10,203,11,0,275,14,20,4,234,3,0
451,Norte ,Tocantins ,São Miguel do Tocantins ,1720200,3136,1525,284,185,74,971,4,7,1611,277,178,83,1060,9,4
452,Norte ,Tocantins ,São Salvador do Tocantins ,1720259,875,386,48,23,34,275,6,0,489,64,30,53,338,4,0
453,Norte ,Tocantins ,São Sebastião do Tocantins ,1720309,1088,523,265,36,18,203,1,0,565,322,30,17,195,1,0
454,Norte ,Tocantins ,São Valério ,1720499,1072,546,36,58,22,429,1,0,526,33,56,19,415,2,1
455,Norte ,Tocantins ,Silvanópolis ,1720655,1473,737,70,95,34,527,11,0,736,69,88,36,530,11,2
456,Norte ,Tocantins ,Sítio Novo do Tocantins ,1720804,2843,1415,227,183,38,962,4,1,1428,189,164,46,1027,1,1
457,Norte ,Tocantins ,Sucupira ,1720853,398,183,3,42,7,131,0,0,215,1,45,8,160,1,0
458,Norte ,Tocantins ,Tabocão ,1708254,895,464,222,49,2,189,1,1,431,200,34,7,189,0,1
459,Norte ,Tocantins ,Taguatinga ,1720903,3036,1511,188,180,57,1079,6,1,1525,221,173,63,1060,8,0
460,Norte ,Tocantins ,Taipas do Tocantins ,1720937,533,253,15,27,22,187,2,0,280,19,12,19,223,7,0
461,Norte ,Tocantins ,Talismã ,1720978,580,289,54,48,8,179,0,0,291,47,55,7,182,0,0
462,Norte ,Tocantins ,Tocantínia ,1721109,3289,1633,26,7,2,377,1,1220,1656,41,27,7,467,5,1109
463,Norte ,Tocantins ,Tocantinópolis ,1721208,6204,3001,292,504,79,1497,7,622,3203,298,506,100,1612,2,685
